id;text;sentiment
2754;Bonum diem! :) (Bom dia!);1
2755;"@BTS_twt Relax vamos votar!
:) https://t.co/cW4aOYz5Fm";1
2756;Evelyn — Não conheço mas ouvi dizer que é uma puta :)  https://t.co/YjFVAZm7ZS;1
2757;Aquele sabor doce amargo de saberes que vem aí a queima, e que na semana seguinte tens 10 exames :);1
2758;@Kaahh_Karla Sim! Acho que a noite é melhor, pq tem mais gente. :);1
2759;quero imenso ir a Portugal antes do Verão. a cena é que o voos estão super caros e eu estou pobre :);1
2760;@Felipe_andradee obrigado, macho! :);1
2761;"Bom dia! 

Mais uma chance de ser feliz em pleno feriado :)";1
2762;Volim da te nerviram sa :);1
2763;@joaomatoso2 @tspascoal omg, é o fim :);1
2764;@rmontanare obrigado, querido! :);1
2765;Mais sobrinhos :) :) :);1
2766;Olha Diovane Lucélia :) https://t.co/zZ4R5BBYfS;1
2767;"Mudamos, não seremos mais uma Team no YouTube.
Seremos um Clan de Minecraft :)
Estaremos sempre jogando no @StyleNetwork_0";1
2768;acordar com mensagem de ex parece que hoje vai ser outro dia delicioso :);1
2769;Ainda bem que ela ganhou 1,5 milhões se não a situação estava pior :);1
2770;@TheBeaChaves Ahahah................. não...... :);1
2771;Bom dia :-) https://t.co/NdB28yHl5m;1
2772;@hobikai0 Vê uns tweets anteriores que eu expliquei, qualquer dúvida só me chamar na DM. :);1
2773;"@Shybearyeol @Sou_dos_capope @wtfahgase 
Amo vocês :) https://t.co/iqgngMHxGa";1
2774;@also_20 De nada :);1
2775;tô muito recíproca, e isso pode ser bem ruim :);1
2776;Gostei de um vídeo @YouTube https://t.co/WJwjMNU7hK parts/minhas partes naum pensi merda se tu é br :);1
2777;@StephScp1906 @Cativelense até logo :);1
2778;@filipatavarespt :) A calma faz sempre bem!;1
2779;Obrigado Maria Delgado. Bom dia para todos :) https://t.co/MVItMcvSM8;1
2780;Para o crescimento do nosso país, toda profissão é importante :) nossa homenagem a todos os trabalhadores! https://t.co/P6nRZebJB1;1
2781;Fc ta voltando a crescer e issu me deixa mt happy :) ♡;1
2782;@egarciaprieto11 @teresa_hernaez @JulioBasulto_DN @miranda_trauma @carloscasabona ¡Nada que disculpar! :-);1
2783;".@a_bibi2728 
- Corna
- Super gira
- Grande gaja
- Cheiras mal :)
- Prima";1
2784;Meu Deus eu tô acabada mas mesmo assim BOM DIAAA :);1
2785;preciso de amizades femininas novas :);1
2786;Curioso. Desde que me graduei, o dia do trabalhador tem sido um dos dias que mais trabalho. :);1
2787;To querendo ir lá na feira mais to sem companhia, chamei as menina tá tudo dormindo ainda :);1
2788;".@dianinha06 
-Grande gaja
-Benfica
-Super gira
-Porreiraça
-Corna :)";1
2789;@pammyoliveira4 Mas tarde eu to ai ammr :);1
2790;Parabéns teabalhadores :);1
2791;@limitstaehyung de nada :);1
2792;Já estpu cansada de libras e políticas públicas,  pode acabar já :);1
2793;@Itsahgase feliz aniversario nat a bear mandou dizer q te ama dmais tdo de bom pra vc viu :);1
2794;Queijo são Jorge 7 meses em vez de parmesão :) https://t.co/x4zuYB4SJj;1
2795;"Falta ainda 1 texto, são 2 skskksjskskd
1 para dm, outro pro insta :)
DAQUI A POUCO EU COLOCO UM DE FIXADO TBM q";1
2796;@lourrypassive Talvez eu seja, só um pouquinho. Mas é porque, sinceramente não vejo um problema. Você me parece ser legal. :);1
2797;@ARiquezadaAVO @CenourasBenfica é a vida :);1
2798;Sube vídeos :-)  que. Pasa?;1
2799;@Perkogama Seria ótimo realmente! Aceitamos sugestão de lista sim :);1
2800;chupem, não me chamem mais psicopata :) https://t.co/oM75G0WQkQ;1
2801;@RuelaRosa só café n café d bairro porque é fundamental a funcionamento e porque cumpre função social :) td resto nada :);1
2802;um no :) https://t.co/pVakLJvc7s;1
2803;@elchiringuitotv @jpedrerol Isco titular, Isco titular, Iiiiscooo tiiiitulaaarrrrr :);1
2804;@LegendPlayer0 @jovemnerd Sério mesmo, ouça lá. Depois volte aqui para me agradecer, ou me xingar. :);1
2805;@Eliana um feliado mais lindão ainda pra vc e sua família! :) ps: vc curte coisas nerd/geek/pop eliana? :);1
2806;@EzNanda Bom dia :);1
2807;@ninarocha Eu acho :);1
2808;Era o reyes :), o lucho e o paciência;1
2809;@cleytonlorde KMO é um bom álbum, mas o meu favorito da Kylie é o X. E gosto bastante do Fever tbm. :);1
2810;"Mesmo... :)

#thebest2travel #viajar #dinheiro #guardar #rancor https://t.co/ASO5fb6ue2";1
2811;@LuaCastr11 Em breve você verá, hahah. Contar vitória antes da hora nunca é bom! :);1
2812;Um ano depois, a história repete-se :) https://t.co/U4FKjZfTp4;1
2813;@NMalliotakis :-) editor@rockawave.com;1
2814;no final ficou um bocadinho difícil de ver, mas isso eram as lágrimas, e o sorriso :) https://t.co/xTnPNwpoSZ;1
2815;@mnxxgb @gduvivier eu passo por isso :) e se hoje tem wifi na faculdade é por causa de uma greve de 4 meses em 2012;1
2816;Meu coração está cheio. Foram quase 1000 felicitações. Obrigado por tornarem o meu dia mais especial :);1
2817;dores de cabeça e garganta obrigada tempo de merda :);1
2818;Pensava que era cedo e são quase 14 :);1
2819;Olha Tô em primeiro e nem sei pq :): https://t.co/kld1FEopsF;1
2820;@marzulloste_ Obrigada :);1
2821;"Faça da sua segunda um dia de primeira :)
https://t.co/MzZTbyoh25 https://t.co/rQyD9A69Fo";1
2822;@ApuhPlayer C ta falando do kronos? :);1
2823;Obg pelo seu vácuo, volte sempre :);1
2824;"@baconlovesyeol Eu acordei 7 horas :) e ainda sonhei que eu era ""sequestrada"" e via meu amigo sendo estuprado, e de… https://t.co/T4KDBVzBk0";1
2825;@AnaaVicentee Vais gostar !É diferente do RFM :) mas é igualmente muito bom !é tem a cena de começar as 16  ou as 1… https://t.co/I7ZO1h9Jo7;1
2826;Bom dia professor @darlanbarroso !! Hoje tem aula online no cursinho da 2ª fase da OAB ? :);1
2827;Gostei de um vídeo do @YouTube https://t.co/fjd9NyKivQ CSGO- Nice One :);1
2828;@_sfmf__ Nem eu sei, só sei que não bebo mais :);1
2829;não é vácuo se eu não abrir a conversa :);1
2830;Bom dia ! :);1
2831;Devias ter noção das cenas que fazes e perceber o quanto me tens vindo a desiludir but idc anymore :);1
2832;"Partiu? :)
#ClipeDepoisDas11 https://t.co/3C0gjelU7s";1
2833;@juca_chung @Clubite @SLBenfica @lazaromenino Ah ok, tu no futebol estas em primeiro , mas qrs falar do futsal, andebol, atletismo? :);1
2834;@andhigg Bom dia :);1
2835;CLAUDIA FAZ-ME O ALMOÇO E TRÁS ME A CASA PFF QUERIDA :);1
2836;@ajsborges Ainda demorei um bocadinho a perceber que csd era colaboradores sociais-democratas. :);1
2837;"Tieta tá voltando com tudo pra Santana do Agreste!
É logo mais, às 15h30 :)
#TietaNoVIVA https://t.co/25Z8Mr1Sng";1
2838;@_MineiroPutao Pauzudo não sei, mas que cu é capaz de engolir ele inteirinho, ah isso sim :);1
2839;Comi gelado até me fartar :);1
2840;@lorranyramosgo Obgd :);1
2841;Reflexão do dia :) bom dia e boa semana p nós!!!;1
2842;@wgmartines Sim, foi isso que eu quis dizer :);1
2843;@lui91262240 Espero gostar mesmo :) O que é que começa às 16h ou as 18h? Estou bué a toa em relação a Beach Party ahah;1
2844;Bom dia ✨:) https://t.co/Z4418Jcdju;1
2845;@wtfmeni Vou comprar tabaco meu bom homem, tu é que pagas os cafés :) @wtfmeni;1
2846;@ashleysoares1 No entanto continuas aqui :);1
2847;Atenção, mas só podem usar uma hastag por tweet :) https://t.co/7PZ4avsnDd;1
2848;pronto ficou linda :);1
2849;@anaibizajamaica obrigada :);1
2850;Saiu a minha crítica de Guardiões da Galáxia 2. Vem ver :) https://t.co/4rKJMCBzqd;1
2851;Parabéns aos trabalhadores! Bom feriado! :) https://t.co/zQJ9VaXzBi;1
2852;@Uzielucas Falo nd viu! C me paga :);1
2853;+ vídeo com vários bacanas juntos. O que acham??? :);1
2854;Sinto-me uma princesa com esta foto :);1
2855;És boa como o milho, amo esse teu corpo — Obrigada :) https://t.co/bTaNBwHQ2h;1
2856;nao sei, mas queria ter uma bff no squad pra gente marcar encontrinho na cidade dela :) (interessadas?) https://t.co/XXZHxEoyJQ;1
2857;@mvasconcelos151 Nem digas mais nada :);1
2858;"#ClipeDepoisDas11
Lembrando que o clipe vai sair às 13:00hrs no canal Depois Das Onze! :)";1
2859;"@yasmimisarmy aqui tá explicando tudo :) 

https://t.co/Io3GBwlR4A";1
2860;@NeimadsAttic Amiga :);1
2861;Mano slc segunda poderia ser parte do final de semana né, que gostoso ficar em casa sem fazer nada :);1
2862;@Lazarus605forte @EricPrince007 Sem dúvida :);1
2863;@bonakh_xtc @eunseoso MAMPOS AE :);1
2864;Juro que a cama dos pais da Joana é bué fixe      :);1
2865;"Terminei os textos :)
ainda falta muita coisa, Jesus";1
2866;@GarbinDaiana Seu canal fez pessoas q nunca tiveram problemas com a alimentação e ver q esse problema existe nao eh frescura.. tipo eu :);1
2867;@samatips Bonita desde chiquita :);1
2868;"quem votou ""quero"" eh so chamar :) sz";1
2869;@Nilson_de_Vix é nozes :);1
2870;@whoslemonadeb foi nada :);1
2871;@feelskevinho awn amore q o seu seja td em dobro szsz :);1
2872;"Hoje, abriremos normalmente.  :) 
#estilodevida #Açai #comidinhas #fitness #brasil #food #feliz... https://t.co/dAnnWxy0ev";1
2873;Encontrei a Leonor e a Ana Maria e fiquei bué contente :);1
2874;@dieguitordy Esta tarde abro stream!! :);1
2875;Andar a pé faz bem :);1
2876;Sim. Isso não tem discussão. :) https://t.co/cNEbg1e4dC;1
2877;@desconhecida154 @ProjetoooHelp Pra eles ajudarem o Shawn vocês tinham que ter votado na Enquete, O Justin ganhou então elas vão ajudar :);1
2878;@willmesmo pelo menos teremos $$$ e folga depois :);1
2879;"E foi assim uma manhã super bem passada na ria de Aveiro!
Patudos na água e  patudos em terra...:)... https://t.co/oYE2kvdhuM";1
2880;"Simplemente feliz :)
#Guanajuatoesmiciudadfavorita.";1
2881;Hoje é o dia mais odiado pelos direitolas. Brindemos à azia deles! :);1
2882;to feliz :);1
2883;@naotensdesaber ele n joga num grande joga no maior de portugal :);1
2884;"ÓTIMA LETRA ....kkkkkkkkkk  :)
https://t.co/jIfkx8DwvW https://t.co/ryZIomwNqv";1
2885;Fui ali ao Aqueduto dos Pegões num instante  :):) @ Aqueduto Dos Pegões https://t.co/o8xOasMTOY;1
2886;"Hahaha. Difícil. Eu também gostaria. Mas mandaria Clippers pra OKC e Thunder pra Seattle. 40 anos &gt; 10 anos. :) https://t.co/5rsUItuQCA";1
2887;woooww sou uma merda :);1
2888;Parabéns a todos os batalhadores e guerreiros deste país! :) https://t.co/jd834RxdLo;1
2889;Parabéns a todos os batalhadores e guerreiros deste país! :) https://t.co/NDzPoNso4M;1
2890;Parabéns a todos os batalhadores e guerreiros deste país! :) https://t.co/0RLBfEReHX;1
2891;@bfoforida Kkk eu devo parar lá pras 12:00 pra fazer o almoço :);1
2892;Hoje é dia de parar um pouquinho para relaxar! Porque todo mundo merece um descanso :) https://t.co/hI6cINdU29;1
2893;"Natiruts - Raçaman https://t.co/UzJjqVTHRc via @YouTube ÓTIMA LETRA ....kkkkkkkkkk  :)
https://t.co/jIfkx8DwvW
Natiruts - Raçaman";1
2894;Já que hoje é feriado, que tal aproveitar da melhor maneira? :) https://t.co/JOWapBgMUA;1
2895;"Eu não quero alguém para me fazer feliz,
eu quero alguém para construir a felicidade
junto comigo. :)";1
2896;"@Taharumi @BTS_twt ainda não moça 
Começa só 13h e tem que botar o ""um"" antes do voto! :)";1
2897;@duarteAKAdum @Funnil Vim agora do ginásio , não ia estragar tudo :);1
2898;"Camisola :)
Mais informações aqui: https://t.co/EIOKWL4tkR https://t.co/GzxUy4j0TT";1
2899;@allollgmatters bom diaaaa :);1
2900;Se atacarem o exo eu faço panelaço, tá todo mundo feliz com o Ka-ching, não aticem, foquem nos votos :);1
2901;@janncandor Valeu!! Fugi até onde deu!! :-);1
2902;@luv_DKwan @UsuallyBangtan @BTS_twt Obrigada :);1
2903;Ih, a mulher no #MaisVoce falando que a tia ficava esperando ela na escola. Ficava não, moça..  contam isso pra todas crianças... :);1
2904;"@opstriz Rachei kkkkkkkkk
- bem vindo ao no..
- sou alérgica a cebola :)";1
2905;@Bakero83 Isso é uma relíquia, não é maluquice! :);1
2906;@duarteAKAdum @Funnil E arroz de pato e semi frio de nata c chocolate quente .... tudo ao almoço :);1
2907;@jardelgomes @MarivoneProf @AnneChrisKMines @CassiaVF @alexsandraponce @CgCorlaite @Supervisora @Simplicidade_so @Jacck13 Bom dia moçada. :);1
2908;se vocês soubessem o quanto odeio ser cobrada :);1
2909;@kaaiir_ Bom dia, Kai! Tudo certo? :);1
2910;estou sem telemovel :);1
2911;Estou com manchas pelo corpo todo :);1
2912;Qnd vc faz um comentário com humor inteligente, e duas burras n entendem, e uma mana parça entende :) https://t.co/eJAZkXbFTr;1
2913;stream às 15h :);1
2914;@mrsquintas Foi de raspão, n notou mesmo. Já apanhei a beata entretanto. :);1
2915;"LETRA DE UMA DA MINHAS CANÇÕES DO MEU PRÓXIMO EP :)

OUR MISTAKES 
from my new EP ( Old Ties )
Pedro Leeward... https://t.co/s9gIeTMlXj";1
2916;"@PFollowIdolos https://t.co/C76IJ4CilT 

Pode dar rt? Obrigada :)";1
2917;@htcmania Participando ! :);1
2918;@spideydefense Provavelmente não, tem gente pra esperar família também :);1
2919;Mas eu tenho q cuidar de meu irmão né :);1
2920;@bfoforida Teje convidada!!! :) vai ser a primeira vez que faço, então... Vai ser uma boa cobaia kkk;1
2921;a minha mae esta a esticar-me o cabelo :);1
2922;Para de brincar com a minha cara seu otário — Calma meu anjo, eu sou um bom menino :) https://t.co/gY10vtehxG;1
2923;"Ferramentas do meu ofício :)

#1demaio #diadotrabalho #artesã #amooquefaço #deusobrigada… https://t.co/yx1KDTBzPv";1
2924;Já tenho companhia para a tarde :);1
2925;@srpedro oi me segue :);1
2926;"@LuisRibas26 @DestinyAngel_I NO NEED :)
Já tou no LoL";1
2927;@gprsantos87 então você é o único diferentao e n assiste os mesmo jogos q eu :);1
2928;@MELAOtreze Obrigado :);1
2929;@sunshowers__ Dar e receber amor! :);1
2930;eu consegui derreter a garrafinha da minha mãe :) quero só ver quando ela descobrir;1
2931;O video que renova as esperanças :) https://t.co/CNZ1O1OTWS;1
2932;bom diaaaa :);1
2933;paepal :);1
2934;Alerta tendência: suéteres, casacos e ponchos pra aquecer os looks do dia a dia da sua mãe. :) #sejamaisdeverdade... https://t.co/k6RgP7YEtn;1
2935;@bfoforida Puxado no azeite e alho :);1
2936;XC- nao conheço, mas pareces boa pessoa :);1
2937;Feliz dia do trabalho pra quem vai trabalhar :) #DiaDoTrabalhoEeu;1
2938;Vc é muito especial pras pessoas — q bomm :) https://t.co/xVGVHkbT7R;1
2939;@pauloalcsoares vizinho, faz um favor, vê se vocês tem a planta baixa do teu ap :);1
2940;@bfoforida Espero que sim... Vc traz o vinho então? :);1
2941;"tao ruim se lamentar pq luca tava desperdiçando tanto potencial
e nao estar nem aí pro fato de q eu to fazendo a mesma coisa :)";1
2942;hoje, no dia do trabalhador, eu estou a trabalhar :);1
2943;Seja bem vindo Maio :);1
2944;"Bom dia! :) 

#FeriadoDetremuraSDV";1
2945;@cahcildis @VictorSSilva6 @AgentePlayer1 @MukiaGamer Acho que é por que vc ta se matando de rir e pra não cair vc ta se apoiando nele :);1
2946;@AscensoSimoes desde que não ofereçam porrada a ninguém, deixai-os escrever o que quiserem. :);1
2947;@pedromorgado não me surpreende :);1
2948;@styIezstan obrigada :) o preto tinha 5 e 10 meses e o marrom 1 e 6 meses;1
2949;"E sinto me feliz por não depender de alguém para estar bem, nem de viver de ""sobras"" por não saber deixar ir :)";1
2950;@FelipeTeTZ Muito bom! E olha que nem sou muito fã de super heróis... Groot é o melhor personagem da história :);1
2951;@bfoforida Pode ser cerveja então, trás uma bock ou uma Stout :);1
2952;#FeriadoDetremuraSDV As mais belas frases de amor são ditas no silêncio que você faz quando para de falar merda. :);1
2953;Não :) fumo :) desde :) sexta :);1
2954;@Rui_Castro Chama-se coerência republicana :);1
2955;Que dira de Messi  :-) https://t.co/oA1yjzkr9u;1
2956;"Tou mm a morrer e ainda vou fazer ""arrumações"" com o meu papai :)";1
2957;@AscensoSimoes quem é que lhes paga? o PNR? :);1
2958;"Bom feriado pra você que vai trabalhar hoje tipo eu :) 
#FeriadoDetremudaSDV";1
2959;.@jessrsilva abriste me o apetite e vim atacar uma bela massinha aqui :) #esplanando ahahah;1
2960;@_jumarcondes @BonJovi vou de pista :) Você vai??;1
2961;@OdeCarvalho Estou umidamente atenta mestre. Por favor continue. Um pouco mais pra direita. Assim. Muito bom.:);1
2962;@kingBughead Boa sorte :);1
2963;Hoje começa a maratona de snaps sobre a viagem, quem quiser acompanhar é só add lá no snap :-) kyoageCS ou no Insta… https://t.co/V5OCKJF5GG;1
2964;Contagem decrescente para o dia mais deprimente do ano :) https://t.co/wbT8kVlmMa;1
2965;"@Daatsiee 6 x 50k &amp; 1x 28k :)";1
2966;@valney Ta tudo bem, é feriado pelo menos :);1
2967;@empirestarks claro q sim :);1
2968;Como arruinar o meu dia em segundos :);1
2969;Estás interessado em alguem???? — Estou sim :)  https://t.co/FmCjibNIip;1
2970;Seja bem vido Maio! BEM ... sempre. :) https://t.co/bG6ihjCz8J;1
2971;+ gostei :);1
2972;Bom diaaaa pessoas lindas que a mais de 4 anos me deixa falando só :);1
2973;não e sim, pq vai acabar, e você vai se sentir um lixo :) mas sim pq se vc ama enquanto vc tá junto se entregar é a… https://t.co/LDQxyYnFif;1
2974;"Ainda vou fazer parte dessa Familia &lt;3  :)    ;)   :* https://t.co/nIPxwTONpO";1
2975;ja começeo twlight aqui, quando acabar é lua nova :) KIKKKKKKKKKKKKKKKK oq eu to fazendo;1
2976;"Aniversário da minha filha Vanessa Laurindo. :-)  ;-) @ Espirito Santo do Pinhal, Sao Paulo, Brazil https://t.co/gxw51fAopq";1
2977;@FNV15 Tem razão, a seguir vem o almoço :);1
2978;@tdbem E ainda acabou com 1 de maio na segunda-feira :-);1
2979;"É já amanhã! :)
Estás oficalmente convidado!
#aniversariospaceclubfatima #thepeorth #davidantunes https://t.co/kfVhzNCw8D";1
2980;Nesse dia do trabalho, aproveite o descanso para mudar sua rotina. Compre uma bike e volte a trabalhar pedalando! :) https://t.co/9P9CRkYRlK;1
2981;@gayrotoxx já add :);1
2982;"ouve essa musica 
https://t.co/dbtk1rbjQv
diz se ja ouviste? — Já ouvi e adorei :) https://t.co/zSsPyWaCAA";1
2983;espero que tenha ajudado, se alguém tiver alguma dúvida me pergunte e irei responder :);1
2984;@FelipeImobe olá, te respondemos por DM, dá uma olhadinha lá :);1
2985;Em vez de estudar para a QA amanha estou aqui a ver videos :);1
2986;@karllaLove1Dk @ifavpurpse @Nynnac_ @ProjetoooHelp tu é fã de kpop? se não é bem vinda ao um mundo sem volta :);1
2987;Anda lá diz quem é que se comeu — n sei :) https://t.co/wmRPq16LTV;1
2988;Ofereçam-me :) https://t.co/2s2k6hbZKr;1
2989;Nem irei comentar esses tweets :);1
2990;@Balkyus Bom dia :);1
2991;@t3ddyyyyy CRIANÇA FELIZ !! BELESMA :);1
2992;@nathanbroficial Bom diaaa :);1
2993;@Israell_Rei :) Precisa https://t.co/m1AIktfsyY;1
2994;Stream hj as 14h :);1
2995;Feliz dia!!!!! :) https://t.co/Sr4yqTApW5;1
2996;Virou a fatura!  Hora de jogar Mario Kart :) https://t.co/Vut8TybCAS;1
2997;Que feriado com cara de domingo :) ... Bom dia !!;1
2998;"Continuem divulgando e votando :)
https://t.co/guuKz9RLJq";1
2999;Tio e agora meu discipulador! Te amo meu amigo :) https://t.co/KmxRG5wgOO;1
3000;Maldito Messenger :);1
3001;"Quem criar ganha balinha :)

Luu//
#MTVINSTAGLJUSTIN #PREMIOSMTVMIAW https://t.co/TxMGDhkdIr";1
3002;A minha Carlota é mais bonita :-) https://t.co/ZmPO9cUWi8;1
3003;Boooom diia :);1
3004;se um dia tiver filhos, quero que eles olhem e vivam o futebol assim. mas não quero emigrar para a Alemanha :) https://t.co/xXRdyL50lu;1
3005;O FM não vai e eu vou ficar de vela :);1
3006;@OLX_Brasil olá, gostaria de saber se é possível e como faço pra alterar o e-mail associado à minha conta :-);1
3007;@medeirosjoanne pode sim :);1
3008;Bom Dia :);1
3009;@bmandrake É, sim. Obrigada! :);1
3010;@trovejo_ Sim, pq hoje verei uma árvore e um guaxinim que fala :);1
3011;Ta que curte minhas parada, e eu aqui doido pra curtir um dia inteirinho do seu lado, uns beijinho gostoso :);1
3012;@jessrsilva É muito bom, de facto :);1
3013;@netomarin precisar de uma força aí, dá um toque, se não puder ajudar ativo a comunidade python aqui no twitter e a gente resolve isso :);1
3014;q bom q gostaram :) https://t.co/ozcObJIVVK;1
3015;@legeeen parabensss :) tudo de bom pra vc!!;1
3016;"Provavelmente o título de seu novo filme será ""Indivisible Movie"". :)";1
3017;"Essa é a minha família :)
#cultodoamor 
iae_eclesia https://t.co/UL5IrgFENm";1
3018;"Hoje eu to afin de relaxa :) :) ;)";1
3019;@BubbaRams3 @ProjetoooHelp eu peço ajuda s, aí se eles quiserem ajuda, já vem deles :);1
3020;@santander_br seus lindos!!!! Obrigada por resolverem meu problema :-);1
3021;Hoje só é feriado para se lembrarem que eu faço anos daqui a 1 mês :);1
3022;Bom dia :) https://t.co/ratOPcx8P3;1
3023;Bom dia pro pior mês do ano :);1
3024;@CARPINEJAR o coração bobo vaga na superficialidade da felicidade, por isso se contenta :);1
3025;Aí quanto tempo já :);1
3026;"Nosso trabalho é fazer do Teatro um momento especial para você. Feliz Dia do Trabalho! :) 

#TeatroFolha... https://t.co/zgyYGpy9Xl";1
3027;¡Feliz inicio de mes! :) https://t.co/MFBxyN69mF;1
3028;Já são 14:30 :);1
3029;@Lua_literaria Bom dia! :);1
3030;Estudando e apredendo mto sobre determinado assunto, p na hora n errar...  mas eu vo errar :);1
3031;@ruilemoss @Kitamgarp O teu nível d ensino cresce, mas é so isso mesmo. Ate nas piadas tas igual :);1
3032;Deus está trabalhando a minha paciência, se eu continuar nesse ritmo até o fim do ano eu viro Ghandi se não enlouquecer antes :);1
3033;@MichelTemer Sei q vai ter que aprovar a lei de migração, pois você é usado pelo sistema global. To aguardo por mais eleições manipuladas :);1
3034;@sophiaqualquer Da nova temporada? Yess! tenho de ir ver isso :);1
3035;@danielmorais93 AHAHAHH podias ter escolhido uma ft um bocado melhor ahahhah mas yha Obg mano :);1
3036;A ver se me consigo concentrar nos exercícios que estou a fazer :);1
3037;experimentem deitar a lata na reciclagem :) https://t.co/Rs57jRmlQj;1
3038;@PortalAGDaily Obrigada sua linda❤ Eu vou votar na Ariana e no Bts :);1
3039;"bom dia! fav se está on :)
/isa";1
3040;Estou bué feliz por estarmos tão bem integradas :);1
3041;Eu a estudar começo a divagar imenso, dou por mim a fazer coisas bué wtf quando devia estar concentrada :);1
3042;E eu estou cheia de trabalhos e testes :) https://t.co/LKhcBPMx8p;1
3043;@imtirulouka Sei que não :);1
3044;"- Logo menos estudio, voltar a lançar umas novas :) ;)";1
3045;"Jessica Rodrigues vc tem até 1/7.
:) https://t.co/N7usmVmFwM";1
3046;@atherionimus Felicidades!!! :);1
3047;Meu dia só começa com um copo de café :);1
3048;então né rs tava tendo boatos de que amanhã eu ia ficar com o etc mas ele nao me respondeu mais entao eu to bem triste :);1
3049;@Site5SOSBR com certeza :);1
3050;pq só a garotas? garotos tbm podem receber flores :) https://t.co/MS7BJASCrY;1
3051;Motivo para n desabafar c mt gente :) lrt.;1
3052;oi maio :);1
3053;Ainda fds acaba de uma vez :) https://t.co/Pgr0jWH7LJ;1
3054;"Feliz Dia do Trabalho! :)
https://t.co/N126RFFgir https://t.co/WlvOiX3Eg0";1
3055;@HazzyTomlinson_ quer entrar? Chama na dm :);1
3056;O club penguin demora mil anos a fazer download percebam que eu tenho saudades daquilo, mas dizem que agora está uma bosta :);1
3057;"Feliz Dia do Trabalho! :)
https://t.co/N126RFFgir https://t.co/mEvytS31VJ";1
3058;@rafinhabastos Ele estava vivo nos churrascos quando todo mundo estava bêbado, só não lembra de Belchior quem não bebe :);1
3059;"@KarolDoBieber2 nada :)
#MTVINSTAGLJUSTIN  #PREMIOSMTVMIAW";1
3060;Feriado é uma boa oportunidade para ler, esse eu ganhei da Profa Sílvia :-) https://t.co/wPFIBdDf5b;1
3061;@BahChrisM Olá, tudo bem? Caso não conheça e curta rock / metal: https://t.co/tBHSQWufgB - seja bem-vinda :-).;1
3062;Mexa-se! Bom dia. :) https://t.co/agF3nQUVgW;1
3063;@beatrizpimentac Digo-te já uma das coisas q fizeste na última noite. Queimaste-me com um cigarro :) https://t.co/owvEffC1a9;1
3064;@AscensoSimoes Se eu não fosse um anti Trump primário, diria que depois de uma ameaça a um cronista vinha a ameaça a um colega ... :);1
3065;@DeOlhoBBBrasil @Funil4 O rapaz merece alguém melhor :) a Mayara não da futuro kkkk;1
3066;@GAMEdigital Mario kart 8 deluxe, check :);1
3067;Vou passar a tarde a estudar economia, adoro a minha vida :);1
3068;Foi tão satisfatório votar e estar tudo com exatamente 25% :) https://t.co/zOQvMdsqp8;1
3069;Esse mês é tão meu mesmo que ja  começa com um feriado pra representar a minha preguiça amo muito :);1
3070;Dói-me bué os joelhos e estão cheios de nódoas negras :);1
3071;tomei no cu n fiz a porra da prova e n tem como solicitar segunda chamada :) obg pela instabilidade emocional :);1
3072;"Relaxem os dedos pq daqui a pouco eles vão ser muito usados  :)

Luu//
#MTVINSTAGLJUSTIN #PREMIOSMTVMIAW";1
3073;"O primeiro reinado é o período em que o Brasil foi governado pelo dom Pedro I e durou de 1822 a 1831. 
É tudo que eu sei :)";1
3074;@MyaYoongi Awwn tbm :);1
3075;@gprsantos87 Mas respeito sua opinião e não quero discutir sobre ela. Bom dia :);1
3076;@1jordanas Quero que saiba que embora não te conheço pessoalmente, te admiro bastante! :);1
3077;Uma semana sem sinal da @ClaroBrasil :) a atendente disse que ia normalizar ontem 12:00 mas...;1
3078;@gaby_bfabris Não tem de que :);1
3079;Parabéns p mim, baita trabalhadora kkk :);1
3080;Aqui no botequinho do vovô em Outeiro :);1
3081;@ImAgus51 Cod bo3 escondite :);1
3082;"tô mt feliz pq eu voltei a falar c um ""ex amigo"" meu acho q o dia já começou bem :)";1
3083;Ta abrindo um sol, que beleza :);1
3084;Ganhei 25 reais do pai :)❤;1
3085;Bom dia :) (@ Rua Dona Mendinha) https://t.co/OpLIBnmXqw;1
3086;Vão descansar agora, vc já trabalharam bastante :) E KIHYUN SE ALIMENTA BEM SE NÃO VOU AÍ FAZER VC COMER https://t.co/T1uecJHK8L;1
3087;Bom dia :) como é estranho acordar essa hora dps de acordar 3 da manha toda a semana hasdashdsd;1
3088;@nevergostyle :) espero q tenha ajudado;1
3089;@josephalderkles to bem sim :);1
3090;@almendra003 Oh Gui não sejas assim :);1
3091;@cavalierebela Eu vi,eu mesmo votei hetero :);1
3092;@RodrigoDraeger :) loviu!;1
3093;"@YonduSP :)
Eu sabia";1
3094;"Ola anjos, boa tarde e bom feriado. 
Vou fazer algumas … — Oiii, boa tarde :) obg ... Ok :) desde já obg pelas ask… https://t.co/ldb8dMY8q1";1
3095;"Bom diaaa.
Dar esse role  na praiaaa :)";1
3096;Minha gatinha :) a culpa é toda dela! https://t.co/GUxdoyKCE5;1
3097;@thaironePR Oi Thairone! Entra em contato com o nosso suporte no número atual 0800 887 0201, que a nossa equipe vai te ajudar :) *TB;1
3098;"Olá. boa tarde. como estão? espero que estejam bem;) — Oiii, boa tarde :) tudo e cntg ??? https://t.co/C4z96mnDqm";1
