date,text,sentiment
2018-07-27 22:48:08,Arielle Franco reafirma luta da irmã no Centro de Teatro do Oprimido #MariellePresente https://t.co/7r2WgnVrtr,
2018-07-27 22:48:06,RT @MottaTarcisio: Sua luz se faz presente hoje e sempre na luta de todas e todos que não suportam mais as injustiças sociais em nosso país…,
2018-07-27 22:44:29,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 22:44:27,RT @MottaTarcisio: Sua luz se faz presente hoje e sempre na luta de todas e todos que não suportam mais as injustiças sociais em nosso país…,
2018-07-27 22:42:27,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 22:39:14,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-27 22:39:06,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 22:34:28,"RT @anistiabrasil: Ana Paula Oliveira, mãe do Johnatha e integrante do grupo 'Mães de Manguinhos', quer saber: #QuemMatouMarielle?

Assista…",
2018-07-27 22:33:40,"Cadê as mulheres do grelo duro??? Cadê a galera do ""#MariellePresente"", ""#MarielleVive""??? Cadê??? https://t.co/KkwtuCqIYx",
2018-07-27 22:30:02,4 meses sem #MarielleFranco: falta de solução do caso indica urgência do estabelecimento de um mecanismo externo e… https://t.co/aXv1cDrweH,
2018-07-27 22:29:38,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 22:25:56,"Marielle vibra no coração da gente. A falta dela nos revolta, mas a sua força encoraja. #mariellepresente https://t.co/FAOs2kEKe9",
2018-07-27 22:24:36,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 22:22:45,Marchando hoje ao lado de @monicaterezabenicio em homenagem a @marielle_franco! Já que estamos sem ela que pelo men… https://t.co/nfg4i7PLKm,
2018-07-27 22:22:00,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 22:19:01,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-27 22:15:19,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 22:12:11,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 22:12:08,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 22:11:44,RT @MottaTarcisio: Sua luz se faz presente hoje e sempre na luta de todas e todos que não suportam mais as injustiças sociais em nosso país…,
2018-07-27 22:11:40,"Hoje, Sempre e Para Sempre, Marielle Franco! Vamos celebrar a sua vida! 

#MarielleFranco #MariellePresente… https://t.co/6qjRheiLJ4",
2018-07-27 22:09:30,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 22:05:25,RT @mafolly: Hoje Marielle faria 39 anos e ainda não sabemos quem mandou matá-la. Dedicamos à Marielle a nossa última publicação sobre a Ag…,
2018-07-27 22:05:09,RT @MottaTarcisio: Sua luz se faz presente hoje e sempre na luta de todas e todos que não suportam mais as injustiças sociais em nosso país…,
2018-07-27 22:04:11,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 21:59:13,Sua luz se faz presente hoje e sempre na luta de todas e todos que não suportam mais as injustiças sociais em nosso… https://t.co/agnY2RtVQy,
2018-07-27 21:50:46,#MariellePresente #MarielleVive Seria aniversário de Marielle Franco hoje. São 135 dias sem respostas,
2018-07-27 21:49:01,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 21:43:57,"RT @LeoLibertino: Hoje, @MarielleFranco completaria 39 anos. E há 135 dias nós perguntamos quem matou Marielle. Quem mandou matar? #Mariell…",
2018-07-27 21:41:39,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 21:38:11,"""A revolução é um ato diário""

Mônica Tereza Benício em fala no ato por Marielle Franco #135dias #MarielleVive… https://t.co/qFpPETUNQv",
2018-07-27 21:37:46,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-27 21:30:54,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 21:29:49,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-27 21:29:42,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 21:29:35,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 21:27:51,"RT @depChicoAlencar: Marielle hoje faz 39 anos.
E é ""faz"" no presente, porque Marielle está presente!

Presente em nossas lutas, nossas ide…",
2018-07-27 21:26:28,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 21:26:18,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 21:25:52,"há 39 anos nascia Marielle Franco

sempre presente! 

#MariellePresente 
#AndersonPresente",
2018-07-27 21:25:06,"RT @depChicoAlencar: Marielle hoje faz 39 anos.
E é ""faz"" no presente, porque Marielle está presente!

Presente em nossas lutas, nossas ide…",
2018-07-27 21:23:02,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 21:22:33,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 21:19:54,"Sim, não esqueceremos! ❤️🇧🇷🏳️‍🌈👊🏾marielle_franco #mariellepresente #mariellefranco #anivesario #birthday #justice… https://t.co/n1FuqZ1bsj",
2018-07-27 21:15:53,Sua luz se faz presente hoje e sempre na luta de todas e todos que não suportam mais as injustiças sociais em nosso… https://t.co/oQ38jq4k75,
2018-07-27 21:15:40,"RT @depChicoAlencar: Marielle hoje faz 39 anos.
E é ""faz"" no presente, porque Marielle está presente!

Presente em nossas lutas, nossas ide…",
2018-07-27 21:14:37,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 21:09:45,"RT @artdecoven: hoje esse bebe completaria 39 anos se nao fosse vítima do crime político, do racismo, da homofobia e do racismo. só tristez…",
2018-07-27 21:09:44,"RT @depChicoAlencar: Marielle hoje faz 39 anos.
E é ""faz"" no presente, porque Marielle está presente!

Presente em nossas lutas, nossas ide…",
2018-07-27 21:08:35,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 21:06:13,"RT @depChicoAlencar: Marielle hoje faz 39 anos.
E é ""faz"" no presente, porque Marielle está presente!

Presente em nossas lutas, nossas ide…",
2018-07-27 20:58:03,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:55:13,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 20:52:29,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 20:52:01,"todo dia é dia de lembrar e perguntar por @mariellefranco ..
#MariellePresente",
2018-07-27 20:51:35,"Tiraram dela a oportunidade de comemorar essa data. E quem tirou???? AINDA NÃO SABEMOS!

#quemmatoumariellefranco… https://t.co/xc6QhbpG0k",
2018-07-27 20:49:41,"Luciana Genro está com Mônica Benício, companheira de vida e esposa de Marielle Franco, Carla Zanella, Fernanda Mel… https://t.co/QvbFKjYhtR",
2018-07-27 20:46:12,"RT @RAzrJnr: A investigação sobre a morte de #Rayneia merece a mesma importância, cobrança e energia que são aplicadas ao caso de #Marielle…",
2018-07-27 20:44:25,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:41:55,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 20:41:40,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:38:43,Mercado Municipal de Curitiba! #LULALIVRE #freelula #lulapresidente2018 #mariellepresente #juntospodemosmas… https://t.co/mZM3fjPJR3,
2018-07-27 20:38:09,"hoje esse bebe completaria 39 anos se nao fosse vítima do crime político, do racismo, da homofobia e do racismo. só… https://t.co/q4Oo9mMBN2",
2018-07-27 20:35:46,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:33:21,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:31:37,Meu pai me diz sempre: Essa sua mania de defender quem deseja lhe matar ainda vai me fazer muito mal...… https://t.co/pQbB0HzK8Z,
2018-07-27 20:31:09,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:31:04,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:30:51,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:29:20,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:27:22,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:26:45,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:26:11,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 20:25:29,"Não podemos deixar que o assassinato de Marielle fique sem resposta porque a impunidade alimenta o ciclo de violência
#MariellePresente",
2018-07-27 20:23:24,"Marielle Franco faria 39 anos hoje.
💔😢✊🏿 #mariellepresente https://t.co/MEgOK7keaR",
2018-07-27 20:22:08,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 20:21:38,"RT @rll_22: Que dor 😭💔

#QuemMandouMatarMarielli
#MariellePresente
#MarielleVive https://t.co/4Nn08Rmt3Z",
2018-07-27 20:19:41,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:19:14,"#MariellePresente 
Queremos respostas. Quem mataram? Por que mataram? https://t.co/HoNgdrLdmB",
2018-07-27 20:19:05,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:16:37,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:15:27,RT @mafolly: Hoje Marielle faria 39 anos e ainda não sabemos quem mandou matá-la. Dedicamos à Marielle a nossa última publicação sobre a Ag…,
2018-07-27 20:15:13,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:14:46,Quem matou Marielle? Quem mandou matar Marielle? A família de #MarielleFranco tem uma mensagem! via @anistiabrasil… https://t.co/S1GsLasub4,
2018-07-27 20:12:31,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 20:09:07,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:06:46,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 20:05:41,"RT @renatasouzario: Essa foto é do dia da vitória. Foram 46.502 votos
Não acredito que você não está aqui pq é a maior referência na políti…",
2018-07-27 20:04:35,"#MariellePresente nos trendings? Per favore, já não aguento mais isso. Nem me dei ao trabalho de ler do que se trat… https://t.co/57pmBpjmgk",
2018-07-27 20:03:54,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:59:22,#MariellePresente Tag aí está meio Forçada,
2018-07-27 19:57:55,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 19:57:50,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 19:57:33,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:55:55,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:55:18,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 19:55:06,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:53:46,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:53:24,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:53:14,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 19:53:03,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 19:52:30,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:51:49,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 19:50:29,"RT @RAzrJnr: A investigação sobre a morte de #Rayneia merece a mesma importância, cobrança e energia que são aplicadas ao caso de #Marielle…",
2018-07-27 19:50:06,"RT @MarceloACoelho1: Povo na rua contra o
#PSDBpatriaEspancadora
Temer
Aécio
Dória
Pezão
Intervenção militar
""denunciar policiais que comet…",
2018-07-27 19:49:02,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:48:38,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:46:50,Quem mandou matar? #MariellePresente https://t.co/GfHRtdFEsx,
2018-07-27 19:45:32,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:44:34,"RT @anistiabrasil: “Quem mandou, quem fez e por quê?” Antônio Francisco da Silva, pai da defensora de direitos humanos e vereadora Marielle…",
2018-07-27 19:44:12,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:43:52,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 19:43:50,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:42:13,"RT @anistiabrasil: Débora Maria da Silva, mãe do Edson Rogério e fundadora do movimento 'Mães de Maio', quer saber: #QuemMatouMarielle? Ass…",
2018-07-27 19:42:06,"RT @anistiabrasil: Ana Paula Oliveira, mãe do Johnatha e integrante do grupo 'Mães de Manguinhos', quer saber: #QuemMatouMarielle?

Assista…",
2018-07-27 19:41:57,"RT @anistiabrasil: Maria Dalva Correia da Silva, mãe do Thiago e fundadora da 'Rede de Comunidades e Movimentos Contra a Violência', quer s…",
2018-07-27 19:41:52,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:41:10,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
2018-07-27 19:40:58,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:39:49,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:38:43,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:37:35,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:36:57,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:36:33,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
2018-07-27 19:35:49,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:35:04,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:34:56,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:34:55,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:34:21,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
2018-07-27 19:34:10,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:33:54,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:33:09,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:33:07,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:33:01,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:32:25,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:32:24,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:31:42,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:31:35,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 19:31:03,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:30:04,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:29:51,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:28:00,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:27:26,"RT @calu_barros: Feliz aniversário Marielle.
Ainda aguardamos por justiça.
#QuemMatouMarielle https://t.co/B9Gmdjg8l7",
2018-07-27 19:27:00,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 19:27:00,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
2018-07-27 19:26:18,RT @RenatoCincoRJ: Hoje a Mari completa 39 anos. Segue viva em nossas lutas e corações. #MarielleVive #MariellePresente  imagem: Portilho C…,
2018-07-27 19:24:49,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-27 19:24:40,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
2018-07-27 19:23:11,"RT @pastorhenriquev: Negros não voltarão pra senzala, LGBTs não voltarão para o armário, mulheres não voltarão para a submissão e os nossos…",
2018-07-27 19:21:07,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:21:00,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:20:22,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 19:18:26,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
2018-07-27 19:17:47,"Hoje ela completaria 39 anos... 135 dias sem #Marielle e até agora, nenhuma elucidação da sua execução! 

#MariellePresente",
2018-07-27 19:15:44,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:14:55,"RT @cafirazoe: 27 d julho d 2018 
eclipse no céu 
lua cheia em aquário 
sol em Marielle Franco

queremos saber 
todos queremos saber 
quem…",
2018-07-27 19:13:44,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:13:00,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-27 19:12:09,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 19:10:22,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:10:02,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 19:09:54,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:09:02,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:06:48,"@psol50 Pelo q as investigações vem apontando ñ parece q #MarielleFranco tenha sido morta p/ser mulher, negra, fave… https://t.co/LSWJU0a4P0",
2018-07-27 19:06:34,RT @carinavitral: Hoje (27) Marielle completaria 39 anos se não tivesse sido brutalmente assassinada e tirada de seus entes queridos e comp…,
2018-07-27 19:06:10,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:05:59,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 19:02:21,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 18:59:01,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 18:58:59,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 18:58:49,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-27 18:58:40,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 18:58:28,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 18:58:02,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-27 18:57:42,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",
